Date,Open,High,Low,Close,Volume
04/26/2021,"2,319.93","2,341.26","2,313.84","2,326.74","1,041,650"
04/23/2021,"2,283.47","2,325.82","2,278.21","2,315.30","1,435,162"
04/22/2021,"2,293.23","2,303.76","2,256.45","2,267.92","1,054,808"
04/21/2021,"2,285.25","2,295.32","2,258.57","2,293.29","1,196,731"
04/20/2021,"2,307.89","2,309.60","2,271.71","2,293.63","1,088,749"
04/19/2021,"2,291.98","2,318.45","2,287.85","2,302.40","1,234,445"
04/16/2021,"2,303.00","2,306.44","2,284.45","2,297.76","1,130,090"
04/15/2021,"2,276.98","2,306.60","2,266.00","2,296.66","1,373,612"
04/14/2021,"2,275.16","2,277.99","2,249.19","2,254.84","1,010,967"
04/13/2021,"2,261.47","2,277.21","2,256.09","2,267.27","1,165,804"
04/12/2021,"2,266.25","2,275.32","2,238.47","2,254.79","1,565,851"
04/09/2021,"2,256.70","2,289.04","2,253.71","2,285.88","1,044,365"
04/08/2021,"2,277.96","2,284.01","2,257.68","2,265.44","1,358,259"
04/07/2021,"2,226.13","2,255.00","2,225.33","2,249.68","1,289,861"
04/06/2021,"2,222.50","2,237.66","2,214.80","2,224.75","1,353,036"
04/05/2021,"2,152.94","2,237.31","2,151.62","2,225.55","2,164,875"
04/01/2021,"2,097.95","2,142.94","2,096.89","2,137.75","1,698,978"
03/31/2021,"2,059.12","2,093.33","2,056.75","2,068.63","1,459,930"
03/30/2021,"2,057.63","2,070.78","2,044.03","2,055.54","1,036,774"
03/29/2021,"2,027.88","2,058.43","2,015.62","2,055.95","1,229,777"
03/26/2021,"2,038.86","2,050.99","2,014.02","2,035.55","1,493,800"
03/25/2021,"2,044.81","2,058.87","2,010.73","2,044.36","1,418,907"
03/24/2021,"2,065.37","2,078.21","2,041.56","2,045.06","1,154,029"
03/23/2021,"2,051.70","2,072.30","2,039.22","2,052.96","1,366,997"
03/22/2021,"2,041.84","2,057.99","2,026.07","2,038.59","1,954,816"
03/19/2021,"2,042.05","2,053.10","2,017.68","2,043.20","2,314,893"
03/18/2021,"2,061.00","2,075.50","2,033.55","2,036.22","1,362,430"
03/17/2021,"2,076.03","2,109.78","2,054.00","2,091.08","1,299,016"
03/16/2021,"2,078.99","2,123.56","2,070.00","2,092.52","1,491,564"
03/15/2021,"2,062.30","2,067.06","2,043.51","2,066.49","1,298,325"
03/12/2021,"2,085.00","2,090.26","2,047.55","2,061.92","1,725,794"
03/11/2021,"2,074.06","2,125.70","2,072.38","2,114.77","1,239,080"
03/10/2021,"2,071.76","2,075.00","2,033.37","2,055.03","1,268,592"
